congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,H001071,Hice,GA,10,R,15,0.9333333333333333,0.92388805,25.5
0,house,H001072,Hill,AR,2,Republican,110,0.9636363636363636,0.82897488,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,15,0.9333333333333333,0.61379239,10.7
0,house,H001073,Hurd,TX,23,Republican,111,0.8288288288288288,0.55064803,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.9479166666666666,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,15,0.06666666666666667,0.08873968,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,109,0.8899082568807339,0.94026454,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.8829787234042553,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,15,0.9333333333333333,0.9302768,26.9
0,house,H001077,Higgins,LA,3,Republican,108,0.9722222222222222,0.95014265,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,15,1,0.95651492,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.9838709677419355,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.9838709677419355,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,15,0,0.00946846,-16.5
116,house,H001080,Haaland,NM,1,D,15,0,0.00946846,-16.5
0,house,H001081,Hayes,CT,5,Democrat,15,0,0.07860052,-4.1
116,house,H001081,Hayes,CT,5,D,15,0,0.07860052,-4.1
0,house,H001082,Hern,OK,1,Republican,18,1,0.92684362,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,15,1,0.93681282,28.7
0,house,H001083,Horn,OK,5,Democrat,15,0,0.72375133,13.4
116,house,H001083,Horn,OK,5,D,15,0,0.72375133,13.4
0,house,H001085,Houlahan,PA,6,Democrat,15,0,0.03229925,-9.3
116,house,H001085,Houlahan,PA,6,D,15,0,0.03229925,-9.3
0,house,H001087,Hill,CA,25,Democrat,15,0,0.05020612,-6.7
116,house,H001087,Hill,CA,25,D,15,0,0.05020612,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,15,0.9333333333333333,0.77268035,14.9
116,house,H001088,Hagedorn,MN,1,R,15,0.9333333333333333,0.77268035,14.9
0,house,H001090,Harder,CA,10,Democrat,15,0,0.09510623,-3
116,house,H001090,Harder,CA,10,D,15,0,0.09510623,-3
0,house,I000056,Issa,CA,49,Republican,91,0.9340659340659341,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.9340659340659341,0.52656244,-7.5
0,house,J000032,Jackson Lee,TX,18,Democrat,110,0.14545454545454545,0.14560877,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.16842105263157894,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,15,0,4.42e-6,-56.5
0,house,J000126,Johnson,TX,30,Democrat,103,0.1553398058252427,0.14732778,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.18181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,15,0,2.06e-6,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.9310344827586207,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.9310344827586207,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.49333333333333335,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.49333333333333335,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,109,0.13761467889908258,0.15182493,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.1595744680851064,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,15,0,8.17e-6,-53.1
0,house,J000289,Jordan,OH,4,Republican,109,0.8532110091743119,0.94811848,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,15,0.8666666666666667,0.94897574,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,110,0.9818181818181818,0.9519694,42.6
115,house,J000292,Johnson,OH,6,R,95,0.9894736842105263,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,15,0.9333333333333333,0.96253453,42.6
0,house,J000294,Jeffries,NY,8,Democrat,108,0.1388888888888889,0.13123624,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.1595744680851064,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,14,0,3.5e-7,-71.1
0,house,J000295,Joyce,OH,14,Republican,111,0.963963963963964,0.84017214,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,15,0.9333333333333333,0.64904205,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,110,0.1,0.13000715,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.11578947368421053,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,15,0,4.1e-7,-69.9
0,house,J000299,Johnson,LA,4,Republican,107,0.9252336448598131,0.94027323,24
115,house,J000299,Johnson,LA,4,R,93,0.9139784946236559,0.9364328,24
116,house,J000299,Johnson,LA,4,R,14,1,0.96578463,24
0,house,J000301,Johnson,SD,0,Republican,15,0.8666666666666667,0.94010296,29.79332222
116,house,J000301,Johnson,SD,0,R,15,0.8666666666666667,0.94010296,29.79332222
0,house,J000302,Joyce,PA,13,Republican,15,1,0.96622158,45.7
116,house,J000302,Joyce,PA,13,R,15,1,0.96622158,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.6666666666666666,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.6666666666666666,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,108,0.2037037037037037,0.25613139,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.23655913978494625,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,15,0,0.0033307,-22.2
0,house,K000188,Kind,WI,3,Democrat,106,0.27358490566037735,0.71715019,4.5
115,house,K000188,Kind,WI,3,D,92,0.31521739130434784,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,14,0,0.30740183,4.5
0,house,K000210,King,NY,2,Republican,109,0.8440366972477065,0.8008407,9.1
115,house,K000210,King,NY,2,R,94,0.8617021276595744,0.84273084,9.1
116,house,K000210,King,NY,2,R,15,0.7333333333333333,0.53832913,9.1
0,house,K000362,King,IA,4,Republican,108,0.9259259259259259,0.94034006,27.4
115,house,K000362,King,IA,4,R,93,0.9139784946236559,0.94164382,27.4
116,house,K000362,King,IA,4,R,15,1,0.93225677,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,15,0,0.06843399,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,15,0,0.06843399,-4.9
0,house,K000375,Keating,MA,9,Democrat,106,0.24528301886792453,0.39623198,-10.7
115,house,K000375,Keating,MA,9,D,91,0.2857142857142857,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,15,0,0.02552376,-10.7
0,house,K000376,Kelly,PA,16,Republican,110,0.9636363636363636,0.93228753,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,15,0.9333333333333333,0.87774275,20
0,house,K000378,Kinzinger,IL,16,Republican,110,0.9363636363636364,0.90331746,17.2
115,house,K000378,Kinzinger,IL,16,R,96,0.9895833333333334,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,14,0.5714285714285714,0.84070194,17.2
0,house,K000379,Kennedy,MA,4,Democrat,102,0.14705882352941177,0.24484863,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.1724137931034483,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,15,0,0.00226782,-24.2
0,house,K000380,Kildee,MI,5,Democrat,108,0.17592592592592593,0.53138815,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.20430107526881722,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,15,0,0.07725021,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,110,0.24545454545454545,0.37945756,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.28421052631578947,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,15,0,0.01949818,-12.3
0,house,K000382,Kuster,NH,2,Democrat,109,0.3211009174311927,0.56730817,-2.4
115,house,K000382,Kuster,NH,2,D,94,0.3723404255319149,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,15,0,0.10550142,-2.4
0,house,K000385,Kelly,IL,2,Democrat,110,0.11818181818181818,0.14233803,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.1368421052631579,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,15,0,2.88e-6,-58.9
0,house,K000386,Katko,NY,24,Republican,108,0.8055555555555556,0.55176976,-3.6
115,house,K000386,Katko,NY,24,R,95,0.9052631578947369,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,13,0.07692307692307693,0.09147529,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.9894736842105263,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.9894736842105263,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,110,0.9363636363636364,0.94825489,33
115,house,K000388,Kelly,MS,1,R,95,0.9263157894736842,0.94833029,33
116,house,K000388,Kelly,MS,1,R,15,1,0.94777738,33
0,house,K000389,Khanna,CA,17,Democrat,109,0.13761467889908258,0.14537145,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.1595744680851064,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,15,0,7.73e-6,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.22340425531914893,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.22340425531914893,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,110,0.22727272727272727,0.263952,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.2631578947368421,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,15,0,0.00366188,-21.7
0,house,K000392,Kustoff,TN,8,Republican,111,0.9369369369369369,0.95022104,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.9270833333333334,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,15,1,0.95259541,35.6
0,house,K000394,Kim,NJ,3,Democrat,15,0,0.39591665,6.2
116,house,K000394,Kim,NJ,3,D,15,0,0.39591665,6.2
0,house,L000263,Levin,MI,9,Democrat,95,0.17894736842105263,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.17894736842105263,0.52481513,-7.8
0,house,L000287,Lewis,GA,5,Democrat,108,0.09259259259259259,0.12930775,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043011,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,15,0,2.3e-7,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,110,0.16363636363636364,0.15310476,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.18947368421052632,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,15,0,1.115e-5,-51.4
0,house,L000480,Lowey,NY,17,Democrat,109,0.1651376146788991,0.27245064,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.19148936170212766,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,15,0,0.00484958,-20.2
0,house,L000491,Lucas,OK,3,Republican,111,0.9819819819819819,0.95271349,52.7
115,house,L000491,Lucas,OK,3,R,96,0.9895833333333334,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,15,0.9333333333333333,0.97375018,52.7
0,house,L000551,Lee,CA,13,Democrat,109,0.08256880733944955,0.11869063,-80.6
115,house,L000551,Lee,CA,13,D,94,0.09574468085106383,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,15,0,6e-8,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.8229166666666666,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.8229166666666666,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,106,0.22641509433962265,0.24861682,-23.1
115,house,L000557,Larson,CT,1,D,91,0.26373626373626374,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,15,0,0.00280444,-23.1
0,house,L000559,Langevin,RI,2,Democrat,109,0.22935779816513763,0.47064536,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.26595744680851063,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,15,0,0.04688958,-7.1
0,house,L000560,Larsen,WA,2,Democrat,110,0.19090909090909092,0.2605189,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.22105263157894736,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,15,0,0.0033946,-22.1
0,house,L000562,Lynch,MA,8,Democrat,108,0.26851851851851855,0.22955473,-26
115,house,L000562,Lynch,MA,8,D,93,0.3118279569892473,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,15,0,0.00159489,-26
0,house,L000563,Lipinski,IL,3,Democrat,108,0.35185185185185186,0.33351995,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.40860215053763443,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,15,0,0.01167879,-15.3
0,house,L000564,Lamborn,CO,5,Republican,111,0.9279279279279279,0.93426309,24
115,house,L000564,Lamborn,CO,5,R,96,0.9270833333333334,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,15,0.9333333333333333,0.91527685,24
0,house,L000565,Loebsack,IA,2,Democrat,110,0.3090909090909091,0.70475431,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.35789473684210527,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,15,0,0.30038813,4.1
0,house,L000566,Latta,OH,5,Republican,111,0.954954954954955,0.93715495,25.1
115,house,L000566,Latta,OH,5,R,96,0.9583333333333334,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,15,0.9333333333333333,0.92179346,25.1
0,house,L000567,Lance,NJ,7,Republican,96,0.8645833333333334,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.8645833333333334,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,109,0.9724770642201835,0.95077092,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.9787234042553191,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,15,0.9333333333333333,0.95780585,39
0,house,L000570,Luján,NM,3,Democrat,110,0.15454545454545454,0.33762718,-15.1
115,house,L000570,Luján,NM,3,D,95,0.17894736842105263,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,15,0,0.01209067,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.8313253012048193,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.8313253012048193,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,103,0.9320388349514563,0.95389428,45.7
115,house,L000576,Long,MO,7,R,88,0.9318181818181818,0.95179303,45.7
116,house,L000576,Long,MO,7,R,15,0.9333333333333333,0.96622158,45.7
0,house,L000578,LaMalfa,CA,1,Republican,110,0.9545454545454546,0.91657278,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.9578947368421052,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,15,0.9333333333333333,0.87370908,19.7
0,house,L000579,Lowenthal,CA,47,Democrat,107,0.14018691588785046,0.19964023,-31.6
115,house,L000579,Lowenthal,CA,47,D,92,0.16304347826086957,0.23210516,-31.6
116,house,L000579,Lowenthal,CA,47,D,15,0,5.2196e-4,-31.6
0,house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.36514625,-16.5
115,house,L000580,Lujan Grisham,NM,1,D,88,0.25,0.36514625,-16.5
0,house,L000581,Lawrence,MI,14,Democrat,108,0.1574074074074074,0.13318286,-60.9
115,house,L000581,Lawrence,MI,14,D,93,0.1827956989247312,0.15466364,-60.9
116,house,L000581,Lawrence,MI,14,D,15,0,2.02e-6,-60.9
0,house,L000582,Lieu,CA,33,Democrat,104,0.17307692307692307,0.16335377,-41.3
115,house,L000582,Lieu,CA,33,D,89,0.20224719101123595,0.19087253,-41.3
116,house,L000582,Lieu,CA,33,D,15,0,7.579e-5,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,107,0.897196261682243,0.94243425,25
115,house,L000583,Loudermilk,GA,11,R,93,0.8817204301075269,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,14,1,0.97139315,25
0,house,L000584,Love,UT,4,Republican,94,0.9574468085106383,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.9574468085106383,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,110,0.9454545454545454,0.94144581,27.3
115,house,L000585,LaHood,IL,18,R,96,0.9479166666666666,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,14,0.9285714285714286,0.92901765,27.3
0,house,L000586,Lawson,FL,5,Democrat,104,0.3269230769230769,0.24143665,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.37777777777777777,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,14,0,0.00192259,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.9032258064516129,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.9032258064516129,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,40,0.425,0.66898633,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,15,0,0.24088954,2.6
0,house,L000589,Lesko,AZ,8,Republican,40,0.95,0.91592715,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,15,1,0.89083017,21.1
0,house,L000590,Lee,NV,3,Democrat,15,0,0.18713626,1
116,house,L000590,Lee,NV,3,D,15,0,0.18713626,1
0,house,L000591,Luria,VA,2,Democrat,15,0,0.27157685,3.4
116,house,L000591,Luria,VA,2,D,15,0,0.27157685,3.4
0,house,L000592,Levin,MI,9,Democrat,15,0,0.04162294,-7.8
116,house,L000592,Levin,MI,9,D,15,0,0.04162294,-7.8
0,house,L000593,Levin,CA,49,Democrat,15,0,0.04380044,-7.5
116,house,L000593,Levin,CA,49,D,15,0,0.04380044,-7.5
0,house,M000087,Maloney,NY,12,Democrat,108,0.14814814814814814,0.1325144,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.1702127659574468,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,14,0,4.5e-7,-69.8
0,house,M000312,McGovern,MA,2,Democrat,109,0.11926605504587157,0.28601441,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.13829787234042554,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,15,0,0.00562084,-19.4
0,house,M001137,Meeks,NY,5,Democrat,108,0.2037037037037037,0.12943819,-73
115,house,M001137,Meeks,NY,5,D,93,0.23655913978494625,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,15,0,2.3e-7,-73
0,house,M001143,McCollum,MN,4,Democrat,109,0.14678899082568808,0.2077597,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.1702127659574468,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,15,0,6.0073e-4,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.9791666666666666,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.9791666666666666,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,109,0.981651376146789,0.93869895,24.6
115,house,M001156,McHenry,NC,10,R,94,0.9893617021276596,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,15,0.9333333333333333,0.91897769,24.6
0,house,M001157,McCaul,TX,10,Republican,111,0.9819819819819819,0.80252102,9.1
115,house,M001157,McCaul,TX,10,R,96,0.9895833333333334,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,15,0.9333333333333333,0.53832913,9.1
0,house,M001158,Marchant,TX,24,Republican,109,0.944954128440367,0.74664701,6.2
115,house,M001158,Marchant,TX,24,R,94,0.9468085106382979,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,15,0.9333333333333333,0.39591665,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,111,0.963963963963964,0.86136378,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.9791666666666666,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,15,0.8666666666666667,0.71287682,13.1
0,house,M001160,Moore,WI,4,Democrat,106,0.09433962264150944,0.14730796,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989010989,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,15,0,9.63e-6,-52.2
0,house,M001163,Matsui,CA,6,Democrat,110,0.15454545454545454,0.16507825,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.17894736842105263,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,15,0,3.851e-5,-44.8
0,house,M001165,McCarthy,CA,23,Republican,109,0.981651376146789,0.92767471,22
115,house,M001165,McCarthy,CA,23,R,94,0.9893617021276596,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,15,0.9333333333333333,0.89978973,22
0,house,M001166,McNerney,CA,9,Democrat,105,0.17142857142857143,0.29902462,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.1935483870967742,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,12,0,0.00378959,-18.6
0,house,M001177,McClintock,CA,4,Republican,110,0.8363636363636363,0.87887555,14.7
115,house,M001177,McClintock,CA,4,R,95,0.8105263157894737,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,15,1,0.76668096,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.9791666666666666,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,111,0.972972972972973,0.95221029,41.6
115,house,M001180,McKinley,WV,1,R,96,0.9791666666666666,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,15,0.9333333333333333,0.96127886,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.8873239436619719,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.8873239436619719,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,109,0.6513761467889908,0.95534307,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,13,0.8461538461538461,0.9951817,35.9
0,house,M001185,Maloney,NY,18,Democrat,108,0.3055555555555556,0.6557225,1.9
115,house,M001185,Maloney,NY,18,D,93,0.3548387096774194,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,15,0,0.21610506,1.9
0,house,M001187,Meadows,NC,11,Republican,108,0.8888888888888888,0.95226519,29.2
115,house,M001187,Meadows,NC,11,R,93,0.8924731182795699,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,15,0.8666666666666667,0.93837145,29.2
0,house,M001188,Meng,NY,6,Democrat,107,0.17757009345794392,0.1940267,-33
115,house,M001188,Meng,NY,6,D,93,0.20430107526881722,0.2231871,-33
116,house,M001188,Meng,NY,6,D,14,0,3.1835e-4,-33
0,house,M001189,Messer,IN,6,Republican,92,0.9456521739130435,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.9456521739130435,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,109,0.9357798165137615,0.95249457,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,15,1,0.97106183,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.9479166666666666,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.9479166666666666,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,111,0.9819819819819819,0.93641166,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.9895833333333334,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,15,0.9333333333333333,0.92013165,24.8
0,house,M001195,Mooney,WV,2,Republican,111,0.8558558558558559,0.9506128,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,15,0.9333333333333333,0.95391128,36.4
0,house,M001196,Moulton,MA,6,Democrat,109,0.2018348623853211,0.30413699,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.23404255319148937,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,15,0,0.00738061,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,110,0.9818181818181818,0.95222193,45
115,house,M001198,Marshall,KS,1,R,96,0.9791666666666666,0.95065581,45
116,house,M001198,Marshall,KS,1,R,14,1,0.96296107,45
0,house,M001199,Mast,FL,18,Republican,104,0.9230769230769231,0.8248922,9.2
115,house,M001199,Mast,FL,18,R,96,0.9270833333333334,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,8,0.875,0.58352985,9.2
0,house,M001200,McEachin,VA,4,Democrat,106,0.1792452830188679,0.26626042,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.20652173913043478,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,14,0,0.00360739,-21.6
0,house,M001201,Mitchell,MI,10,Republican,111,0.963963963963964,0.94790661,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,15,0.9333333333333333,0.94608064,32.2
0,house,M001202,Murphy,FL,7,Democrat,110,0.43636363636363634,0.46852471,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.5052631578947369,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,15,0,0.04531763,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,15,0,0.13186007,-1.1
116,house,M001203,Malinowski,NJ,7,D,15,0,0.13186007,-1.1
0,house,M001204,Meuser,PA,9,Republican,15,0.9333333333333333,0.94974303,34
116,house,M001204,Meuser,PA,9,R,15,0.9333333333333333,0.94974303,34
0,house,M001205,Miller,WV,3,Republican,15,1,0.97010294,49.2
116,house,M001205,Miller,WV,3,R,15,1,0.97010294,49.2
0,house,M001206,Morelle,NY,25,Democrat,18,0.1111111111111111,0.11830034,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.6666666666666666,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,15,0,0.00963668,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,15,0,0.00980765,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,15,0,0.00980765,-16.3
0,house,M001208,McBath,GA,6,Democrat,15,0,0.20282722,1.5
116,house,M001208,McBath,GA,6,D,15,0,0.20282722,1.5
0,house,M001209,McAdams,UT,4,Democrat,15,0,0.42012389,6.7
116,house,M001209,McAdams,UT,4,D,15,0,0.42012389,6.7
0,house,N000002,Nadler,NY,10,Democrat,107,0.14953271028037382,0.14553837,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.17391304347826086,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,15,0,2.59e-6,-59.5
0,house,N000015,Neal,MA,1,Democrat,107,0.17757009345794392,0.27690591,-20.7
115,house,N000015,Neal,MA,1,D,94,0.20212765957446807,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,13,0,0.00338627,-20.7
